2024-03-31 00:12:58,119 INFO    StreamThr :3322229 [internal.py:wandb_internal():86] W&B internal server running at pid: 3322229, started at: 2024-03-31 00:12:58.119135
2024-03-31 00:12:58,123 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status
2024-03-31 00:12:58,124 INFO    WriterThread:3322229 [datastore.py:open_for_write():87] open: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/run-jsm0ej5q.wandb
2024-03-31 00:12:58,125 DEBUG   SenderThread:3322229 [sender.py:send():379] send: header
2024-03-31 00:12:58,152 DEBUG   SenderThread:3322229 [sender.py:send():379] send: run
2024-03-31 00:13:03,153 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:03,885 INFO    SenderThread:3322229 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files
2024-03-31 00:13:03,886 INFO    SenderThread:3322229 [sender.py:_start_run_threads():1124] run started: jsm0ej5q with start time 1711811578.118794
2024-03-31 00:13:03,886 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:03,896 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: check_version
2024-03-31 00:13:03,896 DEBUG   SenderThread:3322229 [sender.py:send_request():406] send_request: check_version
2024-03-31 00:13:04,008 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: run_start
2024-03-31 00:13:05,298 DEBUG   HandlerThread:3322229 [system_info.py:__init__():26] System info init
2024-03-31 00:13:05,299 DEBUG   HandlerThread:3322229 [system_info.py:__init__():41] System info init done
2024-03-31 00:13:05,299 INFO    HandlerThread:3322229 [system_monitor.py:start():194] Starting system monitor
2024-03-31 00:13:05,299 INFO    SystemMonitor:3322229 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-31 00:13:05,299 INFO    HandlerThread:3322229 [system_monitor.py:probe():214] Collecting system info
2024-03-31 00:13:05,300 INFO    SystemMonitor:3322229 [interfaces.py:start():190] Started cpu monitoring
2024-03-31 00:13:05,300 INFO    SystemMonitor:3322229 [interfaces.py:start():190] Started disk monitoring
2024-03-31 00:13:05,302 INFO    SystemMonitor:3322229 [interfaces.py:start():190] Started gpu monitoring
2024-03-31 00:13:05,305 INFO    SystemMonitor:3322229 [interfaces.py:start():190] Started memory monitoring
2024-03-31 00:13:05,306 INFO    SystemMonitor:3322229 [interfaces.py:start():190] Started network monitoring
2024-03-31 00:13:11,115 DEBUG   HandlerThread:3322229 [system_info.py:probe():150] Probing system
2024-03-31 00:13:11,116 DEBUG   HandlerThread:3322229 [system_info.py:_probe_git():135] Probing git
2024-03-31 00:13:11,137 DEBUG   HandlerThread:3322229 [system_info.py:_probe_git():143] Probing git done
2024-03-31 00:13:11,137 DEBUG   HandlerThread:3322229 [system_info.py:probe():198] Probing system done
2024-03-31 00:13:11,137 DEBUG   HandlerThread:3322229 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-86-generic-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-03-30T15:13:11.115878', 'startedAt': '2024-03-30T15:12:58.114179', 'docker': None, 'cuda': None, 'args': ('--output_dir', 'co_condenser_pretrain', '--model_name_or_path', '/home/ubuntu/ejpark/checkpoint-240000/', '--do_train', '--report_to', 'wandb', '--logging_steps', '1', '--remove_unused_columns', 'false', '--save_steps', '20000', '--eval_steps', '5000', '--model_type', 'bert', '--per_device_train_batch_size', '32', '--gradient_accumulation_steps', '1', '--warmup_ratio', '0.1', '--learning_rate', '1e-4', '--num_train_epochs', '8', '--dataloader_drop_last', '--overwrite_output_dir', '--dataloader_num_workers', '4', '--n_head_layers', '2', '--skip_from', '6', '--max_seq_length', '512', '--weight_decay', '0.01', '--late_mlm'), 'state': 'running', 'program': '/home/ubuntu/ejpark/Condenser/run_co_pre_training.py', 'codePathLocal': 'run_co_pre_training.py', 'codePath': 'run_co_pre_training.py', 'git': {'remote': 'https://github.com/3jp4rk/Condenser.git', 'commit': 'a3a479898881d3cabac5b19dcb0e3ba55cebd278'}, 'email': 'mari970@naver.com', 'root': '/home/ubuntu/ejpark/Condenser', 'host': 'gpu-1', 'username': 'ubuntu', 'executable': '/home/ubuntu/ejpark/con_venv/bin/python3.9', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 2794.75, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}, {'current': 2794.75, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 193.6498260498047, 'used': 98.02443313598633}}, 'gpu': 'NVIDIA A100-SXM4-80GB', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}, {'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}], 'memory': {'total': 885.4374961853027}}
2024-03-31 00:13:11,137 INFO    HandlerThread:3322229 [system_monitor.py:probe():224] Finished collecting system info
2024-03-31 00:13:11,137 INFO    HandlerThread:3322229 [system_monitor.py:probe():227] Publishing system info
2024-03-31 00:13:11,138 INFO    HandlerThread:3322229 [system_monitor.py:probe():229] Finished publishing system info
2024-03-31 00:13:11,140 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:11,140 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:11,141 DEBUG   SenderThread:3322229 [sender.py:send():379] send: files
2024-03-31 00:13:11,141 INFO    SenderThread:3322229 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-31 00:13:11,241 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: python_packages
2024-03-31 00:13:11,241 DEBUG   SenderThread:3322229 [sender.py:send_request():406] send_request: python_packages
2024-03-31 00:13:11,242 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: stop_status
2024-03-31 00:13:11,242 DEBUG   SenderThread:3322229 [sender.py:send_request():406] send_request: stop_status
2024-03-31 00:13:11,244 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-31 00:13:11,557 DEBUG   SenderThread:3322229 [sender.py:send():379] send: telemetry
2024-03-31 00:13:11,889 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/output.log
2024-03-31 00:13:11,889 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/requirements.txt
2024-03-31 00:13:11,889 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/wandb-metadata.json
2024-03-31 00:13:11,957 INFO    wandb-upload_0:3322229 [upload_job.py:push():131] Uploaded file /tmp/tmplvc2mdnjwandb/9jzmkt7w-wandb-metadata.json
2024-03-31 00:13:13,888 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/output.log
2024-03-31 00:13:14,558 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:19,559 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:24,559 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:29,565 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:29,892 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/config.yaml
2024-03-31 00:13:34,769 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:39,375 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:39,420 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-31 00:13:39,420 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:39,769 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:44,376 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:44,770 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:49,932 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: keepalive
2024-03-31 00:13:50,000 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/output.log
2024-03-31 00:13:50,680 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: status_report
2024-03-31 00:13:52,001 INFO    Thread-12 :3322229 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/ejpark/Condenser/wandb/run-20240331_001258-jsm0ej5q/files/output.log
2024-03-31 00:13:52,485 DEBUG   SenderThread:3322229 [sender.py:send():379] send: exit
2024-03-31 00:13:52,485 INFO    SenderThread:3322229 [sender.py:send_exit():586] handling exit code: 0
2024-03-31 00:13:52,485 INFO    SenderThread:3322229 [sender.py:send_exit():588] handling runtime: 48
2024-03-31 00:13:52,485 INFO    SenderThread:3322229 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-03-31 00:13:52,486 INFO    SenderThread:3322229 [sender.py:send_exit():594] send defer
2024-03-31 00:13:52,486 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: defer
2024-03-31 00:13:52,486 INFO    HandlerThread:3322229 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-31 00:13:52,486 DEBUG   SenderThread:3322229 [sender.py:send_request():406] send_request: defer
2024-03-31 00:13:52,486 INFO    SenderThread:3322229 [sender.py:send_request_defer():610] handle sender defer: 0
2024-03-31 00:13:52,486 INFO    SenderThread:3322229 [sender.py:transition_state():614] send defer: 1
2024-03-31 00:13:52,486 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: defer
2024-03-31 00:13:52,487 INFO    HandlerThread:3322229 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-31 00:13:52,487 DEBUG   SenderThread:3322229 [sender.py:send_request():406] send_request: defer
2024-03-31 00:13:52,487 INFO    SenderThread:3322229 [sender.py:send_request_defer():610] handle sender defer: 1
2024-03-31 00:13:52,487 INFO    SenderThread:3322229 [sender.py:transition_state():614] send defer: 2
2024-03-31 00:13:52,487 DEBUG   HandlerThread:3322229 [handler.py:handle_request():146] handle_request: defer
2024-03-31 00:13:52,487 INFO    HandlerThread:3322229 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-31 00:13:52,487 INFO    HandlerThread:3322229 [system_monitor.py:finish():203] Stopping system monitor
